"id","username","passwordHash","email","role","firstName","lastName","contactNumber","address","department","isAccountVerified","createdAt","updatedAt"
"ba062cf4-af08-45b7-8a42-a71adaa432c9","landlord18","$2b$10$Wmkb40DKGJmaJyd4Yj35hu33AVNCjkb4tWocFfH/EoQQ2vJU2Mn52","landlord18@example.com","Landlord","Kevin","Fay","549.626.4622 x70600","16010 Harber Drive",NULL,True,"2025-07-01 10:54:56.949+01","2025-07-01 10:54:56.949+01"
"b7cd9561-8546-4e3d-aa2f-8472dcce260b","landlord19","$2b$10$yFPrsTEvPfybDQnaQFpgTezVmYnXl8qdOA6VAVofGZtHlHPBjYbAG","landlord19@example.com","Landlord","Domenic","Langosh","1-637-476-1857","82964 Hester Pass",NULL,True,"2025-07-01 10:54:57.023+01","2025-07-01 10:54:57.023+01"
"cab2602b-287a-4b56-9e06-0fed28446508","landlord20","$2b$10$BnQUABW7YJ8eP1SyCAilVe.1XC38M4Id4nysEf8dLPuiy114qgX6q","landlord20@example.com","Landlord","Mateo","Pouros","(444) 830-4221","5762 Waters Point",NULL,True,"2025-07-01 10:54:57.095+01","2025-07-01 10:54:57.095+01"
"ca6929ea-888c-43a1-8d5a-f56460df3bec","landlord21","$2b$10$KFH4NO8wxlNpP/HkdcwNse1MsTlrlc7UxQ7IxjE.DXQuCrFR4BcUO","landlord21@example.com","Landlord","Eulah","Schmidt","768.710.0002","622 Corkery Tunnel",NULL,True,"2025-07-01 10:54:57.171+01","2025-07-01 10:54:57.171+01"
"6f20209a-98c4-4c8b-8738-3553a195eea6","landlord22","$2b$10$NvsgXpgK5fVaAfxf4T/WJOIycwxgnTRQzv9ftOiaOT/Ll4hevSi5q","landlord22@example.com","Landlord","Gilbert","Hilpert","654.693.9051","9077 Betty Causeway",NULL,True,"2025-07-01 10:54:57.251+01","2025-07-01 10:54:57.251+01"
"de5b7f94-2b65-417d-a09d-5da14f14336d","landlord23","$2b$10$w87R8szTsUikzb0HbkRazuiCsn.bEu16n59X6cYKzXkS9NmigcsMi","landlord23@example.com","Landlord","Quentin","Tromp","1-629-263-2168","84661 Kenton Ramp",NULL,True,"2025-07-01 10:54:57.32+01","2025-07-01 10:54:57.32+01"
"dd249842-5a59-4dae-9936-9ec177af67b3","landlord24","$2b$10$ESKJv7M31ue58iSAd53EnueiSsiwC03hl24v9VeLyNKtMPpiOwD1.","landlord24@example.com","Landlord","Vesta","Wuckert","(634) 507-3459 x979","502 Lindgren Falls",NULL,True,"2025-07-01 10:54:57.39+01","2025-07-01 10:54:57.39+01"
"fd15a1bd-cdf4-45c9-8229-beaac4ef491f","landlord25","$2b$10$3mp1pTR6gB3kTOh9Ln/N4OPhlUgS0r5tdh6XbY6mK3JkVipdb.hge","landlord25@example.com","Landlord","Merle","Grimes","1-947-711-3528 x4417","501 Paxton Spurs",NULL,True,"2025-07-01 10:54:57.458+01","2025-07-01 10:54:57.458+01"
"82345839-bc6b-4feb-afd5-20f58832d6f5","landlord26","$2b$10$AVAoLDLHW1d/3cYysQkUE.wMtWm5py2S/V8YkS9t4IkqJuNFuQu8K","landlord26@example.com","Landlord","Quentin","Erdman","(799) 334-9610 x1549","4218 Cummerata Branch",NULL,True,"2025-07-01 10:54:57.538+01","2025-07-01 10:54:57.538+01"
"146a9fef-0aba-402a-8f5f-87c46759847f","landlord27","$2b$10$fCsokTyD7HEqXohwNSJlGucnkGxRICrG5plC/YSS4wOUWS0FfF7ZO","landlord27@example.com","Landlord","Yasmine","Hermann","(742) 368-1845 x504","663 Candelario Drive",NULL,True,"2025-07-01 10:54:57.606+01","2025-07-01 10:54:57.606+01"
"1049f7c5-c304-4e6e-b1c0-ddb61878c074","landlord28","$2b$10$6Kq1wQesdkaGUlHuaGNufezLXcank2vEZe3fisv.H3NkJEg1iDt3W","landlord28@example.com","Landlord","Tod","Wuckert","428-624-4007 x38372","2395 Daniel Bridge",NULL,True,"2025-07-01 10:54:57.672+01","2025-07-01 10:54:57.672+01"
"f318a311-7ed9-4477-a783-c47af8393d1a","landlord29","$2b$10$MyhE9mfCNZlJSyPJ8RHShuqhT9FNx4kFkyxm2kzRSQoLyoq9k6aea","landlord29@example.com","Landlord","Caden","Lynch","227.646.1536 x9958","36037 Conroy Hill",NULL,True,"2025-07-01 10:54:57.741+01","2025-07-01 10:54:57.741+01"
"be47a32c-31c1-406a-bc1d-429623b9825e","landlord30","$2b$10$8eGGN9/TXBFsHpj0OQlWC.5.X1zBRQNQQvQRjiQL1wRzxCmCn3l/u","landlord30@example.com","Landlord","Guillermo","Cartwright","1-602-491-4648 x18701","843 Grant Oval",NULL,True,"2025-07-01 10:54:57.808+01","2025-07-01 10:54:57.808+01"
"085280c2-438e-483f-8ff9-fd17941aaef0","landlord31","$2b$10$0wn8zMp/TIdglbZAoFGeQOxdEH6UkeCy6mwjszpIgNcZc.yCDjE.6","landlord31@example.com","Landlord","Ena","Schmitt","999.862.9922","3399 Gislason Ford",NULL,True,"2025-07-01 10:54:57.876+01","2025-07-01 10:54:57.876+01"
"2476f1f6-4e39-4853-9153-ee1e93cf38b6","landlord32","$2b$10$Yxbxbj92cA3gdAicwKwB8e9FIXcmDj2Scbkd8qGqyQMCE4x5om7U2","landlord32@example.com","Landlord","Richard","Cremin","634.436.7719","5682 Toy Stream",NULL,True,"2025-07-01 10:54:57.944+01","2025-07-01 10:54:57.944+01"
"1df83474-f58c-4cb5-9151-c34b8c2e45d7","landlord33","$2b$10$iKzLp1XAhBvKFifjDoOWnu1aaoasDJgxMh78clm6P5RRSJjM/U9JK","landlord33@example.com","Landlord","Amely","Bartell","(443) 256-8906","7365 Magdalen Fall",NULL,True,"2025-07-01 10:54:58.013+01","2025-07-01 10:54:58.013+01"
"3b4b2508-5899-4a9a-a002-4c538ca15520","landlord34","$2b$10$u6hrm7ErjorltyMP7KzdkOXAUFGfgb.sGYYyrdhDXwezp.eylIXuW","landlord34@example.com","Landlord","Bill","Muller","583.652.7140","2289 Howell Motorway",NULL,True,"2025-07-01 10:54:58.082+01","2025-07-01 10:54:58.082+01"
"61639a8c-9f10-456d-a67f-01bb54e4927d","landlord35","$2b$10$AGo0fEuXaY0uG.02Pd560.BlkoQ4ngjtdO26Zz/JslMQkwjyd7ZIG","landlord35@example.com","Landlord","Santina","Haag","(530) 750-9105 x140","78000 Amara Pass",NULL,True,"2025-07-01 10:54:58.155+01","2025-07-01 10:54:58.155+01"
"ad88cdce-6623-489c-88b8-4b31b5063d64","landlord36","$2b$10$jticKPjvGctl7VpzASi2peZLQ4r5Qouq93to7MS/o7ZUjqqzmWKcG","landlord36@example.com","Landlord","Daryl","Lindgren","863-217-2304","15010 Monserrat View",NULL,True,"2025-07-01 10:54:58.222+01","2025-07-01 10:54:58.222+01"
"38cbdc93-a673-45b5-acf6-808ac9f0f2d7","landlord37","$2b$10$6D1pI2CaQr9xQEdV7jQWwesUz/Vhhl2SXsLf0JizDCtLqM/B/4Q26","landlord37@example.com","Landlord","Alvena","Ruecker","462.764.7197","19631 Rutherford Harbors",NULL,True,"2025-07-01 10:54:58.291+01","2025-07-01 10:54:58.291+01"
"7109c0b5-4828-4a17-b681-34fbfeadcdce","landlord38","$2b$10$04ERoIZrl6jNPne9q4Q/ieDsM5VNxVb00grSAub4TlwowpSchlHM.","landlord38@example.com","Landlord","Lourdes","Beer","812-334-9295 x61059","65054 Jerel Way",NULL,True,"2025-07-01 10:54:58.361+01","2025-07-01 10:54:58.361+01"
"7d6ea398-fb36-428b-a27a-792bbe2e86b4","landlord39","$2b$10$Bwao5oQDIjxwVsSLIq8yOeBlM8GKjkHry77IISiETnLtseGZi9kYG","landlord39@example.com","Landlord","Tevin","Sawayn","(729) 283-3327","2140 Hand Mews",NULL,True,"2025-07-01 10:54:58.433+01","2025-07-01 10:54:58.433+01"
"2ad9f09a-551c-439c-b116-038e7308d9b3","landlord40","$2b$10$rA77Zmk0BoECcmGYHh8ZMu4w0QS1AOlq81Vsg26JPj/FThrUhlUFS","landlord40@example.com","Landlord","Casimer","Nicolas","1-408-408-8627 x55465","49555 Jerde Club",NULL,True,"2025-07-01 10:54:58.503+01","2025-07-01 10:54:58.503+01"
"24b04a5f-e61a-49f7-9ee1-66ac8c24f11f","landlord41","$2b$10$VnJBADah6ZpSw4WX1bPpv.fPi7xajUP/1xZVxK7nr3EyBl.mgeNc.","landlord41@example.com","Landlord","Aniyah","Sipes","1-249-447-5926","89167 Abelardo Green",NULL,True,"2025-07-01 10:54:58.573+01","2025-07-01 10:54:58.573+01"
"93b59e0a-152c-4eae-bbeb-1c6fa01b592b","landlord42","$2b$10$PMp9Yj3JH5VzN7R7badjeuuotQhKwdi.xFRQzRuLWTGWXLd3W2zfq","landlord42@example.com","Landlord","Rebekah","Runolfsson","(456) 904-6940 x983","3851 Arlene Groves",NULL,True,"2025-07-01 10:54:58.64+01","2025-07-01 10:54:58.64+01"
"d94d6adf-7306-4850-a85f-da5d6c0072d9","landlord43","$2b$10$IV9S4TIYz7UeBq.KKPBEFO7/pmN8Y1wvLY3u4CV3Nm.EBo7mRVade","landlord43@example.com","Landlord","Shawna","Wolff","842-200-5149","72104 Retta Islands",NULL,True,"2025-07-01 10:54:58.708+01","2025-07-01 10:54:58.708+01"
"cadf72e8-63be-4f37-9b98-660d57cbf4d8","landlord44","$2b$10$2TNZA4zHFE.I8CBHe10PQuuAqDJZNFTcmN8K7nAkIy3o3sno6S3XO","landlord44@example.com","Landlord","Erica","Homenick","1-958-449-5341 x4637","8196 Nora Tunnel",NULL,True,"2025-07-01 10:54:58.773+01","2025-07-01 10:54:58.773+01"
"8836a2df-562f-45f3-bc6e-262424070ad4","landlord45","$2b$10$6Y369lf7G7Ybi8CXb6jMz.2LHMUq6yVxBpwH145cKJOWtO7e3yXES","landlord45@example.com","Landlord","Oren","Sanford","313.645.9328 x13730","08117 Pagac Canyon",NULL,True,"2025-07-01 10:54:58.848+01","2025-07-01 10:54:58.848+01"
"5e8b71c2-56bf-4af7-8d19-3340742604c2","landlord46","$2b$10$Jc2sdjtjImxPduGTqsdBbeB8bYsAfwru2H7MwJIbReMi8IzTc8FMG","landlord46@example.com","Landlord","Neal","Hilpert","(760) 519-0677 x341","4853 Ulices Roads",NULL,True,"2025-07-01 10:54:58.933+01","2025-07-01 10:54:58.933+01"
"bfb3b8d7-567e-4cc2-ac86-9c3ce0033359","landlord47","$2b$10$sCUoDneFTZZuXIKipNic7e294y3ZOSJkFPS/wZowsyhO3Dwv6g7rC","landlord47@example.com","Landlord","Ruthie","Murray","946.687.6031 x531","7434 Kiehn Terrace",NULL,True,"2025-07-01 10:54:59.007+01","2025-07-01 10:54:59.007+01"
"40a9b896-ed8c-43fb-b224-d06680637472","landlord48","$2b$10$RtILuMyFHfTRYqy6wEidxerP936nR5OmY1Uo8whJ6pAQotpOhWRnG","landlord48@example.com","Landlord","Dagmar","Hyatt","402-655-5127","82021 Kaden Drive",NULL,True,"2025-07-01 10:54:59.075+01","2025-07-01 10:54:59.075+01"
"f17e38cf-61f9-4ea6-a0ee-25fc2c9f2001","landlord49","$2b$10$FVlfarfpITEQIBH/OSl5F.qOCVItJeCjVQgw6JAcqGT3ZhdAWJCxC","landlord49@example.com","Landlord","Nelle","McGlynn","(319) 940-0663 x5405","220 O'Kon Vista",NULL,True,"2025-07-01 10:54:59.141+01","2025-07-01 10:54:59.141+01"
"c040a1f1-62cc-4ff6-9744-e2769bd115e8","landlord50","$2b$10$EM.C/1PwSZqGWT3JG/r0eO0TF8ZYaYgRPlZ8g8UTM/rrCbiluvGyu","landlord50@example.com","Landlord","Llewellyn","Hamill","361.681.9591","342 Cremin Burg",NULL,True,"2025-07-01 10:54:59.209+01","2025-07-01 10:54:59.209+01"
"163be6c0-8c01-4e61-8bb1-05d6d0b21308","landlord51","$2b$10$mPQXFRAzc8NJbaEdaoNTbuyXQUN7JeoPhsn6jMkCvWozH0ZOyqMT2","landlord51@example.com","Landlord","Shana","Stehr","(808) 399-8768 x9924","65039 Bashirian Springs",NULL,True,"2025-07-01 10:54:59.276+01","2025-07-01 10:54:59.276+01"
"0666ef4b-238a-44c9-aad8-497ca802c460","landlord52","$2b$10$AJOtyHBrt1ZvG6IH2eOgIeOUZ.8CUYRU/nCHA9GnHA6Bg8TXljsTq","landlord52@example.com","Landlord","Roman","West","528.928.8166 x533","054 Abby Prairie",NULL,True,"2025-07-01 10:54:59.342+01","2025-07-01 10:54:59.342+01"
"f7c09e30-1b31-4c3f-8129-8ea86d6b837b","landlord53","$2b$10$DnnvfFtYUrVQWEwSj2D94uxCd4KlxzE9hYISilzd4rR8vGIVXhwqy","landlord53@example.com","Landlord","Lempi","Gleichner","899-332-4990 x980","15334 Nicolas Spring",NULL,True,"2025-07-01 10:54:59.412+01","2025-07-01 10:54:59.412+01"
"56c093f5-0203-4f40-b9c8-0ec414d37345","landlord54","$2b$10$.CmQvW1eogLPyO6dD.lh7eY/JKQMee7Aml0pEN3.1A.UKQofuVT2K","landlord54@example.com","Landlord","Ethyl","Greenfelder","(923) 798-6060 x3646","0591 Christine Extension",NULL,True,"2025-07-01 10:54:59.48+01","2025-07-01 10:54:59.48+01"
"6f223c6d-25bf-4947-bb0c-532c8c3026cd","registry0","$2b$10$IGMCzmXNdEr0a2x9NcS/AOIiDp.nv2rPZpVCv8P63wt.bnZ/CS6jC","registry0@example.com","Registry","Jensen","Wisozk",NULL,NULL,"Home",True,"2025-07-01 10:54:54.24+01","2025-07-01 10:54:54.24+01"
"ee6ff991-409f-4bf8-b8f2-9ee2e1ea6d10","registry1","$2b$10$zLzV2KHtFba92bPP9OFP1uZl4epeYBHEpQoeFPEke.Ipz2wVHFER6","registry1@example.com","Registry","Malachi","Powlowski",NULL,NULL,"Shoes",True,"2025-07-01 10:54:54.319+01","2025-07-01 10:54:54.319+01"
"326dd8b7-695d-4548-87eb-0ced9e966396","registry2","$2b$10$rjlgERNB7R.OwVfdBfqby.HlewZcffirzkdDzd1yB2YtOypRWNjL2","registry2@example.com","Registry","Rosa","Kuhic",NULL,NULL,"Kids",True,"2025-07-01 10:54:54.398+01","2025-07-01 10:54:54.398+01"
"fa8978e9-0afd-4b3b-86c1-b7fbb61e9355","registry3","$2b$10$Z5CCiKtK68mKPaBZAvKvueQM/HWXAT/mytNYvo4tv9KCMSyWNs1I6","registry3@example.com","Registry","Jannie","Reilly",NULL,NULL,"Outdoors",True,"2025-07-01 10:54:54.481+01","2025-07-01 10:54:54.481+01"
"d8cc9ca4-e9d1-4e57-9ea6-b136b770de1b","registry4","$2b$10$moMVF9K736stqP0GGwiV2O1IjlXqcWemis5YZivesVqKuaHPW2eIa","registry4@example.com","Registry","Justine","Mayer",NULL,NULL,"Toys",True,"2025-07-01 10:54:54.554+01","2025-07-01 10:54:54.554+01"
"b247e83b-f4a3-4f71-9a8d-f909343218f6","registry5","$2b$10$SL8XufAnwtzaRlhVfJffNOKwPIU2dr9uQ.MS9XOQEhKQBOPkc7vqW","registry5@example.com","Registry","Earnest","Hilll",NULL,NULL,"Garden",True,"2025-07-01 10:54:54.622+01","2025-07-01 10:54:54.622+01"
"1a2ede7b-0512-4d87-bcd1-1bb048e4352d","registry6","$2b$10$nL5fR2epzR9JXmZ4hb7PUOljcUp03PBKrTd1Xq5jYTnMiyuGYXgp6","registry6@example.com","Registry","Darian","Dietrich",NULL,NULL,"Garden",True,"2025-07-01 10:54:54.688+01","2025-07-01 10:54:54.688+01"
"766f44d1-2217-429e-9d43-2f52047a19d6","registry7","$2b$10$y3eez5CwEeIl43moJNAmpOuZjUOduV0YSkIhpfn6taLL3EU/63gOq","registry7@example.com","Registry","Eduardo","Hyatt",NULL,NULL,"Clothing",True,"2025-07-01 10:54:54.754+01","2025-07-01 10:54:54.754+01"
"f6636206-5be5-424f-89b2-0fcef925fa53","registry8","$2b$10$yCLM0JpDWTk941YflBY/outfhodqWiwlfsLz/G0wWxwAuADl5Rt/y","registry8@example.com","Registry","Gonzalo","Veum",NULL,NULL,"Health",True,"2025-07-01 10:54:54.82+01","2025-07-01 10:54:54.82+01"
"97742a3f-b950-4d1b-8a19-fcde4a73e7ef","registry9","$2b$10$tbYL81wvF5Ou6AT5yi6to.FJXCkZFNyOjuIMTLVsSqEQhHmRKS.Zq","registry9@example.com","Registry","Laney","Marks",NULL,NULL,"Jewelery",True,"2025-07-01 10:54:54.887+01","2025-07-01 10:54:54.887+01"
"0a008813-1904-4243-951b-8e83afaf8f19","registry10","$2b$10$qqKKzNp0IIikumn27zbxbOGhAhALtD5lMSoiCNEoiC6IU0KfNJaFC","registry10@example.com","Registry","Lavina","Weber",NULL,NULL,"Electronics",True,"2025-07-01 10:54:54.953+01","2025-07-01 10:54:54.953+01"
"8fb113af-e58d-4092-b7c1-24f84b8246a8","registry11","$2b$10$YMSFKr0hD8JKNcSa8sdEkug4zmqplUmkH/t37yj8.HSE5GP2us.iu","registry11@example.com","Registry","Price","Stracke",NULL,NULL,"Baby",True,"2025-07-01 10:54:55.022+01","2025-07-01 10:54:55.022+01"
"34f301ce-f90e-49a7-b3be-874dfdea1a50","registry12","$2b$10$TD.PFklYJ5dYmGadJdN4guJ8i458dZEtnzqsXF5oj7O3H5VaB4EXe","registry12@example.com","Registry","Jane","Kozey",NULL,NULL,"Industrial",True,"2025-07-01 10:54:55.09+01","2025-07-01 10:54:55.09+01"
"e8d3547d-945a-4864-ae48-a4aedf313c1d","registry13","$2b$10$/dhL.uYP07QBL9zoUYQyI.4rVAavurbhsdwl0KarGDr3Y6d.dgey2","registry13@example.com","Registry","Buster","Gulgowski",NULL,NULL,"Beauty",True,"2025-07-01 10:54:55.157+01","2025-07-01 10:54:55.157+01"
"df53823e-cb2e-45e0-92df-e669cd372d7c","registry14","$2b$10$pVeLVqEI7Fk/57ymjP2OGO3rgm3AEaArDC.XcV5a48O2qs3Q8H6mC","registry14@example.com","Registry","Josh","Hettinger",NULL,NULL,"Home",True,"2025-07-01 10:54:55.23+01","2025-07-01 10:54:55.23+01"
"37221381-74d0-4a13-b337-76d9becce2c9","landlord55","$2b$10$dOO1XeESjzIH/edla9zcneMFnVJtfphuIS51/GksC5XxbB7GdLWK2","landlord55@example.com","Landlord","Guillermo","Douglas","628.626.0330 x237","55279 Kovacek Burgs",NULL,True,"2025-07-01 10:54:59.548+01","2025-07-01 10:54:59.548+01"
"5136f7cf-2784-4cd6-9fec-6331c7e26b10","landlord56","$2b$10$32isBiV3jIkuDdZQ4uCDnuzClGID1YIXSIYVWWazx9h3JFk5u7eES","landlord56@example.com","Landlord","Caesar","Deckow","(816) 608-9393","98264 Spencer Gateway",NULL,True,"2025-07-01 10:54:59.617+01","2025-07-01 10:54:59.617+01"
"51e49a58-ff2e-4058-b300-e491686311ee","landlord57","$2b$10$hMLWjPqVUtFK6POV1ulGP.rcSw7fOfYOPdPs8M/8/ESDV.ORxlAGC","landlord57@example.com","Landlord","Demario","Ebert","426.663.9897 x496","953 Veum Vista",NULL,True,"2025-07-01 10:54:59.683+01","2025-07-01 10:54:59.683+01"
"1161533f-b8c3-473d-b653-aae5e67f9b2f","landlord58","$2b$10$ggcV14NK44Uy4G4992IauOa15TudowqbyXe5W2DjkQ2q6uv/HN7cG","landlord58@example.com","Landlord","Prudence","Fritsch","733.830.9783","43591 Joesph Shoal",NULL,True,"2025-07-01 10:54:59.749+01","2025-07-01 10:54:59.749+01"
